SiO2,TiO2,Al2O3,FeO*,MnO,MgO,CaO,Na2O,K2O,P2O5,Sc,Cr,Rb,Sr,Ba,La,Ce,Th,Formation,FormationID
55.33,1.93,14.17,10.88,0.208,4.25,8,3.11,1.54,0.353,34,28,34,314,588,10,66,4,GrandeRonde,2
49.89,3.261,14.09,12.97,0.241,5.23,9.51,2.72,1.05,0.79,38,104,21,294,511,21,66,4,Wanapum,1
50.15,3.101,13.43,13.77,0.225,5.33,9.2,2.57,1.22,0.77,42,115,25,291,484,26,66,4,Wanapum,1
55.84,2.068,14.54,11.05,0.176,3.75,7.34,3.27,1.45,0.283,31,24,39,329,622,26,66,4,GrandeRonde,2
52.18,3.043,13.21,13.73,0.208,4.25,8.4,2.97,1.2,0.567,39,29,30,316,547,27,66,4,Wanapum,1
50.98,3.262,13.4,13.91,0.223,4.39,8.63,2.94,1.32,0.708,38,36,33,307,545,28,66,4,Wanapum,1
49.61,3.281,13.39,14.23,0.235,5.28,9.1,2.69,1.13,0.789,37,87,31,293,535,30,66,4,Wanapum,1
54.26,2.527,13.81,12.94,0.189,3.4,7.16,3.04,1.87,0.531,32,11,48,325,761,30,66,4,GrandeRonde,2
52.51,2.96,13.64,12.8,0.239,4.41,8.4,2.75,1.59,0.44,32,38,33,306,686,31,66,4,SaddleMountains,0
56.18,2.316,13.86,11.51,0.176,3.08,6.76,3.28,2.14,0.434,34,14,62,332,814,34,66,4,GrandeRonde,2
49.35,2.233,15.47,10.75,0.177,7.09,11.48,2.33,0.35,0.509,37,293,5,264,690,17,67,4,SaddleMountains,0
49.71,3.307,13.77,13.59,0.246,4.95,9.46,2.76,1.12,0.826,38,102,27,302,546,27,67,4,Wanapum,1
53.9,3.084,13.62,12.33,0.206,2.88,6.81,3.47,2.38,0.826,35,20,39,286,2967,28,67,4,SaddleMountains,0
53.89,3.084,13.62,12.33,0.206,2.88,6.8,3.48,2.37,0.828,35,20,39,286,2967,28,67,4,SaddleMountains,0
54.07,3.079,13.76,11.8,0.237,2.55,7.41,3.23,2.54,0.838,31,10,44,286,2810,37,67,4,SaddleMountains,0
52.15,3.372,13.96,12.97,0.186,3.82,7.97,3.17,1.38,0.73,50,33,36,332,733,23,68,4,Wanapum,1
49.94,3.331,13.83,12.93,0.237,5.45,9.53,2.56,1.16,0.785,41,113,24,288,501,31,68,4,Wanapum,1
51.62,3.309,14.23,12.06,0.2,4.12,9.64,2.6,1.16,0.808,43,115,26,304,495,34,68,4,Wanapum,1
54.02,2.556,13.71,12.79,0.17,4,6.92,3.47,1.68,0.435,37,20,43,314,632,6,69,4,GrandeRonde,2
50.77,3.228,13.42,13.28,0.226,5.31,9.07,2.59,1.07,0.781,45,88,23,299,577,18,69,4,Wanapum,1
52.32,3.228,13.76,12.41,0.203,4.06,8.55,3.17,1.35,0.683,41,25,31,332,694,19,69,4,Wanapum,1
50.06,3.113,13.64,13.54,0.211,5.4,9.22,2.78,1.06,0.748,41,103,23,300,457,7,70,4,Wanapum,1
50.06,3.11,13.64,13.54,0.21,5.4,9.22,2.79,1.06,0.752,41,103,23,300,457,7,70,4,Wanapum,1
52.1,3.136,13.25,13.49,0.225,4.22,8.32,3.08,1.3,0.638,41,28,27,313,568,26,70,4,Wanapum,1
49.94,3.218,13.34,13.85,0.23,5.33,9,2.88,1.18,0.781,38,89,29,284,487,19,71,4,Wanapum,1
49.9,3.276,13.7,13.58,0.21,4.92,9.29,2.95,1.08,0.827,44,93,23,296,512,34,71,4,Wanapum,1
54.51,2.964,13.54,11.9,0.209,3.15,6.63,3.13,2.63,0.849,27,13,46,272,2878,45,71,4,SaddleMountains,0
50.46,3.689,12.83,14.56,0.249,4.44,8.67,2.72,1.37,0.772,29,29,27,284,522,20,72,4,Wanapum,1
54.84,2.268,13.64,11.47,0.178,4.54,7.59,3.36,1.52,0.354,26,31,41,317,593,22,72,4,GrandeRonde,2
51.02,3.272,13.7,13.71,0.211,3.95,8.95,2.92,1.29,0.718,41,37,32,329,598,24,72,4,Wanapum,1
54.52,2.505,13.72,12.3,0.196,3.51,7.23,3.53,1.78,0.451,37,15,40,324,706,34,72,4,GrandeRonde,2
50.36,3.696,13.01,14.8,0.241,4.3,8.63,2.6,1.29,0.821,37,35,28,290,577,43,72,4,Wanapum,1
50.47,3.269,13.41,13.52,0.222,5.14,9.14,2.68,1.13,0.768,32,97,25,293,598,11,74,4,Wanapum,1
51.62,3.11,12.97,14.74,0.211,4.04,8.08,3.06,1.33,0.589,46,31,33,301,557,14,75,4,Wanapum,1
51.35,3.695,15.58,11.37,0.188,3.39,8.86,3.14,1.23,0.9,43,106,32,329,617,33,75,4,Wanapum,1
57.32,2.669,14.84,8.46,0.161,3.16,7.06,3.21,2.26,0.523,35,27,52,374,1355,35,75,4,GrandeRonde,2
52.34,2.999,13.59,12.92,0.225,4.44,8.43,2.85,1.51,0.431,38,33,29,292,674,55,75,4,SaddleMountains,0
50.39,3.671,12.95,14.78,0.24,4.37,8.43,2.89,1.25,0.778,35,31,29,278,638,31,76,4,Wanapum,1
53.56,1.861,14.72,10.83,0.162,4.94,9.02,2.58,1.6,0.474,30,77,36,277,727,35,76,4,SaddleMountains,0
54.37,2.487,13.42,13.12,0.268,2.84,6.86,3.56,1.81,0.973,37,5,38,339,1070,34,77,4,Wanapum,1
54.2,2.675,13.46,13.33,0.239,2.08,6.26,3.42,2.82,0.965,30,0.1,48,284,3422,24,78,4,SaddleMountains,0
54.2,2.673,13.45,13.33,0.242,2.08,6.26,3.42,2.83,0.968,30,0.1,48,284,3422,24,78,4,SaddleMountains,0
51.75,3.891,16.19,9.51,0.165,3.39,10.12,2.91,0.9,0.909,46,113,19,343,545,25,78,4,Wanapum,1
48.47,3.341,13.15,14.32,0.218,6.07,10.04,2.57,0.78,0.768,44,180,13,247,494,34,79,4,SaddleMountains,0
48.48,3.341,13.15,14.32,0.218,6.07,10.05,2.57,0.77,0.766,44,180,13,247,494,34,79,4,SaddleMountains,0
52.43,3.264,13.77,12.41,0.201,4.01,8.62,3.03,1.35,0.659,41,28,31,335,639,28,81,4,Wanapum,1
53.65,2.72,13.68,13.1,0.303,2.93,7.26,3.16,1.67,1.241,43,38,39,354,1002,32,81,4,Wanapum,1
55.17,2.489,13.34,12.34,0.228,2.88,6.78,3.66,1.89,0.947,39,6,44,327,1021,34,81,4,Wanapum,1
54.52,2.495,13.49,12.35,0.313,3.01,7.01,3.43,2.09,0.987,40,3,42,354,1284,40,83,4,Wanapum,1
49.82,3.187,14.26,14.55,0.223,4.35,8.93,2.89,1.05,0.452,39,38,16,309,779,37,85,4,SaddleMountains,0
48.3,3.301,13.16,13.85,0.233,5.97,10.62,2.64,0.89,0.768,44,180,14,245,526,34,87,4,SaddleMountains,0
48.3,3.305,13.15,13.85,0.234,5.98,10.62,2.64,0.88,0.77,44,180,14,245,526,34,87,4,SaddleMountains,0
54.47,2.465,13.47,12.62,0.389,2.86,6.85,3.69,1.92,0.967,42,8,41,355,1170,17,88,4,Wanapum,1
54.46,2.465,13.47,12.63,0.387,2.86,6.85,3.69,1.93,0.964,42,8,41,355,1170,17,88,4,Wanapum,1
48.53,3.362,13.18,14.17,0.223,6.02,10.11,2.55,0.85,0.758,45,173,14,247,492,39,88,4,SaddleMountains,0
48.53,3.357,13.18,14.17,0.223,6.02,10.1,2.56,0.85,0.76,45,173,14,247,492,39,88,4,SaddleMountains,0
51.63,3.601,13.07,14,0.207,4.08,8.79,2.69,1.15,0.548,39,24,30,242,481,32,89,4,SaddleMountains,0
51.63,3.599,13.07,14,0.208,4.08,8.79,2.69,1.14,0.548,39,24,30,242,481,32,89,4,SaddleMountains,0
48.52,3.361,13.18,14.04,0.216,5.89,10.19,2.67,0.87,0.788,41,173,13,248,523,37,89,4,SaddleMountains,0
48.53,3.358,13.19,14.04,0.216,5.89,10.19,2.67,0.87,0.79,41,173,13,248,523,37,89,4,SaddleMountains,0
55.04,1.91,14.65,9.69,0.174,4.65,8.52,2.57,2.01,0.515,28,42,44,296,904,45,90,4,SaddleMountains,0
49.47,3.206,13.27,14.87,0.241,5.04,9.22,2.63,1.07,0.698,41,45,23,241,629,44,94,4,SaddleMountains,0
49.79,3.23,13.49,14.3,0.246,4.82,9.38,2.7,1.04,0.703,39,46,23,249,667,46,94,4,SaddleMountains,0
47.73,3.799,11.65,17.17,0.279,4.26,8.92,2.7,1.33,1.855,39,29,25,240,840,56,154,4,SaddleMountains,0
47.72,3.802,11.65,17.17,0.283,4.26,8.93,2.7,1.33,1.855,39,29,25,240,840,56,154,4,SaddleMountains,0
48.08,3.848,11.82,16.61,0.269,4.13,9.05,2.67,1.33,1.884,39,33,26,244,836,69,164,4,SaddleMountains,0
48.08,3.852,11.82,16.61,0.269,4.13,9.05,2.68,1.32,1.883,39,33,26,244,836,69,164,4,SaddleMountains,0
47.8,3.758,11.68,17.21,0.279,4.24,8.93,2.72,1.24,1.834,43,33,25,237,834,84,164,4,SaddleMountains,0
47.8,3.754,11.68,17.2,0.284,4.24,8.93,2.72,1.24,1.832,43,33,25,237,834,84,164,4,SaddleMountains,0
53.55,3.02,12.9,13.75,0.199,3.69,7.49,3.05,1.72,0.405,25,18,51,252,535,3,0.1,5,SaddleMountains,0
53.55,3.021,12.9,13.75,0.199,3.69,7.49,3.05,1.72,0.406,25,18,51,252,535,3,0.1,5,SaddleMountains,0
53.4,3.003,13.08,13.49,0.201,3.79,7.58,2.93,1.9,0.403,28,20,52,255,559,3,0.1,5,SaddleMountains,0
53.4,3.003,13.08,13.49,0.2,3.79,7.58,2.94,1.89,0.403,28,20,52,255,559,3,0.1,5,SaddleMountains,0
53.38,3.01,13.2,13.44,0.201,3.86,7.65,2.98,1.65,0.413,29,24,48,257,563,3,0.1,5,SaddleMountains,0
53.38,3.01,13.2,13.45,0.2,3.86,7.65,2.99,1.64,0.413,29,24,48,257,563,3,0.1,5,SaddleMountains,0
53.82,2.936,13.23,13.29,0.192,3.73,7.56,2.98,1.64,0.397,27,23,48,261,574,3,0.1,5,SaddleMountains,0
53.81,2.936,13.24,13.29,0.192,3.73,7.57,2.99,1.63,0.397,27,23,48,261,574,3,0.1,5,SaddleMountains,0
53.26,2.948,13.16,13.49,0.196,3.96,7.76,2.97,1.62,0.409,29,24,49,258,575,3,0.1,5,SaddleMountains,0
53.26,2.948,13.17,13.49,0.196,3.96,7.76,2.98,1.61,0.409,29,24,49,258,575,3,0.1,5,SaddleMountains,0
53.89,2.998,13.14,13.21,0.186,3.8,7.55,2.97,1.63,0.404,19,13,47,258,576,3,0.1,5,SaddleMountains,0
53.47,2.988,13.15,13.63,0.197,3.75,7.51,2.97,1.7,0.4,30,19,48,256,582,3,0.1,5,SaddleMountains,0
53.48,2.988,13.15,13.62,0.197,3.75,7.51,2.97,1.7,0.4,30,19,48,256,582,3,0.1,5,SaddleMountains,0
53.53,3.067,13.02,13.54,0.191,3.79,7.5,3,1.7,0.406,21,14,44,257,591,3,0.1,5,SaddleMountains,0
53.61,2.974,13.27,13.25,0.201,3.58,7.88,2.98,1.61,0.423,27,25,46,266,603,3,0.1,5,SaddleMountains,0
53.62,2.974,13.27,13.25,0.201,3.58,7.88,2.98,1.61,0.423,27,25,46,266,603,3,0.1,5,SaddleMountains,0
50.21,1.448,16.43,9.26,0.154,7.94,11.57,2.18,0.44,0.166,34,290,8,240,204,10,15,5,SaddleMountains,0
54.47,1.82,14.43,10.84,0.191,4.89,9.03,2.79,1.06,0.275,40,59,23,311,443,6,17,5,GrandeRonde,2
53.27,1.84,14.63,11.78,0.248,4.99,8.99,2.89,0.88,0.281,37,53,22,316,381,15,18,5,GrandeRonde,2
50.58,1.42,16.64,9.08,0.15,7.53,11.42,2.27,0.51,0.186,35,284,9,251,274,14,19,5,SaddleMountains,0
51.13,1.659,14.32,11.34,0.193,6.92,10.93,2.64,0.52,0.199,31,65,8,233,244,19,19,5,SaddleMountains,0
54.27,1.875,14.12,11.5,0.204,4.66,8.53,2.83,1.43,0.382,31,45,28,307,523,27,19,5,GrandeRonde,2
53.54,1.133,15.12,9.34,0.17,6.3,10.33,2.91,0.69,0.259,48,96,14,387,410,6,21,5,GrandeRonde,2
50.49,1.43,16.25,9.1,0.156,8.13,11.29,2.32,0.47,0.175,32,278,10,242,170,14,21,5,SaddleMountains,0
50.42,1.422,16.2,9.94,0.155,7.65,11.12,2.3,0.44,0.166,32,285,9,243,250,3,22,5,SaddleMountains,0
53.16,1.868,14.6,10.91,0.184,5.3,9.34,3.05,1.08,0.28,33,99,25,351,424,16,22,5,GrandeRonde,2
49.66,0.941,17.16,9.67,0.179,8.19,10.88,2.71,0.27,0.165,42,171,3,315,146,2,23,5,Wanapum,1
49.66,0.942,17.16,9.68,0.178,8.19,10.88,2.7,0.27,0.164,42,171,3,315,146,2,23,5,Wanapum,1
51.33,1.605,16.3,9.97,0.149,6.27,10.96,2.23,0.65,0.268,31,241,12,289,737,5,24,5,SaddleMountains,0
53.68,1.645,14.77,9.88,0.178,5.52,9.93,2.95,0.95,0.262,40,128,16,307,469,16,24,5,GrandeRonde,2
53.55,1.653,14.47,10.91,0.183,5.31,9.48,2.98,1,0.26,42,108,23,312,391,12,25,5,GrandeRonde,2
49.98,1.419,16.17,9.43,0.156,8.29,11.35,2.29,0.54,0.18,33,291,8,243,231,19,25,5,SaddleMountains,0
50.43,1.416,15.25,9.05,0.374,5.67,13.66,3.1,0.49,0.337,45,171,7,407,319,27,25,5,Wanapum,1
50.53,1.432,16.17,9.56,0.159,7.88,10.98,2.33,0.55,0.198,32,272,9,245,279,13,26,5,SaddleMountains,0
55.84,1.797,14.31,10.42,0.189,4.3,8,3.31,1.38,0.245,33,15,36,317,539,22,26,5,GrandeRonde,2
53.52,1.799,14.4,11.22,0.202,5.2,9.14,2.86,1.18,0.274,41,54,26,314,405,11,28,5,GrandeRonde,2
50.51,1.498,16.65,9.15,0.163,7.8,11.1,2.2,0.54,0.181,28,291,11,244,245,20,28,5,SaddleMountains,0
53.39,1.801,14.23,11.77,0.199,5.06,8.93,3.02,1.13,0.283,40,49,26,314,444,22,28,5,GrandeRonde,2
56.21,1.862,14.27,10.03,0.187,4.28,7.93,3.25,1.45,0.322,42,18,37,321,542,3,29,5,GrandeRonde,2
55.61,1.878,13.75,11.93,0.189,4,7.61,3.03,1.53,0.258,30,17,46,326,578,12,29,5,GrandeRonde,2
53.4,1.784,14.25,11.84,0.187,5.06,8.91,3.15,0.95,0.266,46,49,21,310,440,4,30,5,GrandeRonde,2
53.88,1.702,14.35,10.98,0.189,5.28,9.1,2.94,1.1,0.266,41,90,29,314,507,8,30,5,GrandeRonde,2
54.13,1.72,14.53,10.27,0.185,5.21,9.31,3.06,1.11,0.269,37,102,22,310,474,23,30,5,GrandeRonde,2
49.82,3.066,13.35,14.56,0.242,5.32,9.01,2.54,1.09,0.769,42,113,23,286,485,33,30,5,Wanapum,1
53.21,1.753,14.53,11.51,0.183,5.13,9.15,3,1.04,0.273,44,95,26,311,532,18,31,5,GrandeRonde,2
53.54,1.765,14.56,11.12,0.23,5.29,9.2,3.09,0.75,0.263,38,52,17,321,450,19,31,5,GrandeRonde,2
50.21,1.415,16.15,9.67,0.154,7.96,11.38,2.23,0.46,0.166,34,279,8,243,260,20,31,5,SaddleMountains,0
54.75,2.243,13.82,12.04,0.2,4.02,7.86,3,1.44,0.393,35,24,34,337,606,7,32,5,GrandeRonde,2
53.21,2.078,14.03,12.94,0.182,4.55,8.62,2.92,0.97,0.296,51,35,21,325,403,16,32,5,GrandeRonde,2
53.82,1.798,14.38,11.03,0.19,5.12,9,3.03,1.14,0.277,43,51,24,328,539,16,32,5,GrandeRonde,2
53.75,1.742,14.22,11.21,0.2,5.33,8.99,3.08,1,0.272,41,50,22,314,448,7,33,5,GrandeRonde,2
50.93,1.799,15.1,11.2,0.19,6.75,10.85,2.39,0.4,0.219,42,72,7,237,255,13,33,5,SaddleMountains,0
55.59,2.236,13.96,10.65,0.206,4.04,7.89,3.07,1.7,0.402,41,26,34,339,762,20,33,5,GrandeRonde,2
54.05,1.752,14.03,11.51,0.193,5.11,8.63,3.13,1.02,0.28,39,52,20,299,457,24,33,5,GrandeRonde,2
53.88,1.836,14.32,10.88,0.223,5.15,9.1,2.94,1.16,0.281,41,50,28,317,643,25,34,5,GrandeRonde,2
57.6,2.256,13.59,10.57,0.182,3.06,6.77,3.2,2.2,0.329,35,13,53,323,772,37,34,5,GrandeRonde,2
53,1.096,15.24,9.44,0.172,6.56,10.59,2.93,0.52,0.25,45,100,10,391,355,4,35,5,GrandeRonde,2
53.13,1.917,14.49,11.29,0.209,5.16,9.31,3.02,0.97,0.288,36,94,23,346,395,18,35,5,GrandeRonde,2
52.65,1.83,15.45,12.19,0.18,4.75,9.28,2.65,0.55,0.24,42,94,14,320,424,19,35,5,GrandeRonde,2
56.9,2.21,13.51,11.71,0.19,2.95,6.6,3.37,1.99,0.326,27,23,53,310,687,25,35,5,GrandeRonde,2
55.06,2.224,13.79,12.56,0.214,3.47,7.21,3.28,1.54,0.416,38,20,41,309,635,27,35,5,GrandeRonde,2
53.62,1.866,15.16,10.4,0.186,5.31,8.98,3.09,0.89,0.288,48,62,12,331,571,15,36,5,GrandeRonde,2
55.09,2.199,14.06,10.85,0.225,4.24,8.06,3.33,1.32,0.365,39,31,32,336,837,30,36,5,GrandeRonde,2
51.33,1.742,14.89,10.96,0.194,6.75,10.91,2.37,0.47,0.21,36,69,6,234,262,3,37,5,SaddleMountains,0
56.51,1.813,14.46,9.8,0.183,4.17,7.92,3.13,1.55,0.26,34,22,39,332,664,11,37,5,GrandeRonde,2
52.48,1.97,16.46,13.68,0.15,3.96,8.15,2.37,0.33,0.22,43,111,14,329,397,14,37,5,GrandeRonde,2
53.53,1.98,14.15,12.05,0.215,4.72,8.83,3.2,0.79,0.323,36,33,23,312,468,16,37,5,GrandeRonde,2
54.1,1.786,14.34,10.75,0.205,5.12,8.98,3.05,1.16,0.293,44,51,29,316,551,16,37,5,GrandeRonde,2
56,1.777,14.23,10.77,0.188,4.18,7.9,3.05,1.45,0.248,33,8,39,315,540,20,37,5,GrandeRonde,2
54.77,1.756,14.34,10.6,0.184,4.95,8.68,3.08,1.15,0.285,44,76,29,286,437,22,37,5,GrandeRonde,2
54.35,1.732,14.53,10.8,0.169,4.95,8.8,3.01,1.14,0.274,39,103,30,312,508,23,37,5,GrandeRonde,2
54.35,1.73,14.53,10.8,0.17,4.95,8.8,3.01,1.14,0.27,39,103,30,312,508,23,37,5,GrandeRonde,2
55.86,2.113,14.34,9.79,0.19,4.14,8.15,3.13,1.66,0.403,33,29,42,342,590,31,37,5,GrandeRonde,2
53.92,2.152,13.92,11.84,0.19,4.57,8.34,3.03,1.5,0.311,35,54,36,331,507,32,37,5,GrandeRonde,2
55.53,1.862,14.17,10.82,0.191,4.39,8.01,3.05,1.43,0.322,29,27,34,321,640,41,37,5,GrandeRonde,2
53.67,2.192,14.21,11.79,0.174,4.49,8.55,3.16,1.21,0.32,34,62,24,343,513,15,38,5,GrandeRonde,2
51.72,1.677,14.78,10.55,0.19,6.86,10.72,2.38,0.72,0.23,36,102,16,228,248,18,38,5,SaddleMountains,0
54.2,1.795,14.11,11.28,0.187,5.13,8.48,3.2,1.12,0.295,35,49,26,296,465,19,38,5,GrandeRonde,2
53.33,1.702,14.9,11,0.194,5.02,9.6,2.78,0.92,0.321,40,110,24,316,496,23,38,5,GrandeRonde,2
53.33,1.7,14.9,11,0.19,5.02,9.6,2.78,0.92,0.32,40,110,24,316,496,23,38,5,GrandeRonde,2
54.67,2.22,13.82,12.14,0.207,3.92,7.68,3.1,1.62,0.385,35,24,37,332,635,25,38,5,GrandeRonde,2
56.11,2.018,14.98,9.19,0.18,3.76,8.68,2.98,1.46,0.394,31,46,32,335,731,30,38,5,GrandeRonde,2
55.21,1.874,14.1,11.21,0.2,4.13,8.25,3.04,1.44,0.333,39,33,34,319,538,22,39,5,GrandeRonde,2
54.35,1.748,14.41,10.93,0.183,4.85,8.83,3.02,1.17,0.279,38,92,29,311,515,24,39,5,GrandeRonde,2
54.35,1.75,14.41,10.93,0.18,4.85,8.83,3.02,1.17,0.28,38,92,29,311,515,24,39,5,GrandeRonde,2
54.35,1.92,13.85,12.21,0.211,4.33,7.84,3.4,1.31,0.341,37,65,32,321,538,24,39,5,GrandeRonde,2
54.69,2.204,13.68,12.43,0.203,3.79,7.73,2.99,1.66,0.38,33,33,39,326,631,7,40,5,GrandeRonde,2
53.74,1.696,14.64,10.23,0.19,5.32,9.6,2.88,1.19,0.287,38,105,24,306,547,14,40,5,GrandeRonde,2
53.55,1.793,14.38,11.33,0.19,5.11,9.15,3.03,0.99,0.272,47,54,23,311,451,17,40,5,GrandeRonde,2
54.31,1.772,14.67,10.69,0.184,4.62,9.13,2.89,1.2,0.295,38,96,34,315,493,19,40,5,GrandeRonde,2
54.31,1.77,14.67,10.69,0.18,4.62,9.13,2.89,1.2,0.3,38,96,34,315,493,19,40,5,GrandeRonde,2
54.52,1.828,14.07,11.52,0.213,4.48,8.31,3.1,1.42,0.319,37,30,32,318,517,21,40,5,GrandeRonde,2
53.87,1.749,14.47,11.02,0.195,5.08,9.14,2.94,1.03,0.275,39,82,27,314,489,22,40,5,GrandeRonde,2
53.87,1.75,14.47,11.02,0.19,5.08,9.14,2.94,1.03,0.27,39,82,27,314,489,22,40,5,GrandeRonde,2
55.39,1.828,13.86,11.75,0.202,4.08,7.75,3.22,1.44,0.258,33,15,42,315,579,22,40,5,GrandeRonde,2
55.13,1.965,14.4,10.17,0.24,4.2,8.85,2.92,1.43,0.439,33,41,31,328,808,24,40,5,GrandeRonde,2
54.67,2.201,13.94,11.42,0.243,4.15,8.01,3.15,1.59,0.38,40,22,34,331,662,8,41,5,GrandeRonde,2
54,1.735,14.41,10.91,0.196,5.03,8.97,3.1,1.16,0.274,50,89,27,308,499,12,41,5,GrandeRonde,2
53.22,1.87,14.47,11.1,0.193,5.14,9.31,3.07,1.13,0.284,35,94,24,344,432,15,41,5,GrandeRonde,2
54.69,2.191,13.79,12.22,0.209,3.87,7.71,3.12,1.59,0.386,30,26,36,324,606,15,41,5,GrandeRonde,2
53.9,1.825,14.06,11.56,0.209,4.96,8.75,2.99,1.22,0.314,37,41,31,312,495,18,41,5,GrandeRonde,2
53.9,1.82,14.06,11.56,0.21,4.96,8.75,2.99,1.22,0.31,37,41,31,312,495,18,41,5,GrandeRonde,2
54.37,1.731,14.34,10.46,0.187,5.18,8.99,3.07,1.19,0.265,37,93,25,308,460,21,41,5,GrandeRonde,2
52.83,1.72,14.81,11.73,0.22,4.95,9.53,2.79,0.89,0.296,40,110,24,316,513,22,41,5,GrandeRonde,2
52.83,1.72,14.81,11.73,0.22,4.95,9.53,2.79,0.89,0.3,40,110,24,316,513,22,41,5,GrandeRonde,2
54.08,1.756,15.17,10.02,0.18,4.61,9.75,2.88,1.03,0.284,41,111,27,329,573,24,41,5,GrandeRonde,2
54.08,1.76,15.17,10.02,0.18,4.61,9.75,2.88,1.03,0.28,41,111,27,329,573,24,41,5,GrandeRonde,2
53.85,1.976,13.96,11.76,0.22,4.87,8.67,2.94,1.21,0.329,38,35,27,314,508,26,41,5,GrandeRonde,2
54.82,2.468,13.54,12.1,0.208,3.71,7.63,3.27,1.62,0.394,36,23,45,325,563,34,41,5,GrandeRonde,2
53.54,1.725,14.12,11.8,0.197,5.2,8.91,3.04,1,0.267,37,51,26,310,426,10,42,5,GrandeRonde,2
51.26,2.757,13.78,13.75,0.221,4.84,8.9,2.7,1.16,0.386,37,47,23,287,475,15,42,5,SaddleMountains,0
53.72,1.646,14.35,11.03,0.201,5.38,9.09,2.87,1.23,0.268,37,115,30,301,463,18,42,5,GrandeRonde,2
53.72,1.65,14.35,11.03,0.2,5.38,9.09,2.87,1.23,0.27,37,115,30,301,463,18,42,5,GrandeRonde,2
52.52,1.916,14.99,12.06,0.207,5.12,9.3,2.78,0.6,0.306,38,53,12,323,396,19,42,5,GrandeRonde,2
54.41,1.827,14.21,11.46,0.257,4.8,8.37,3.03,1.1,0.31,37,45,30,309,487,21,42,5,GrandeRonde,2
54.41,1.83,14.21,11.47,0.26,4.8,8.37,3.03,1.1,0.31,37,45,30,309,487,21,42,5,GrandeRonde,2
52.49,2.394,14.55,11.11,0.287,4.82,9.62,2.94,1.13,0.405,37,121,29,365,439,22,42,5,GrandeRonde,2
54.68,1.731,14.48,10.51,0.193,4.92,8.7,2.91,1.37,0.282,37,63,31,330,570,22,42,5,GrandeRonde,2
53.9,1.744,14.6,11.51,0.228,4.21,8.99,2.95,1.3,0.319,37,102,35,308,571,23,42,5,GrandeRonde,2
53.91,1.74,14.6,11.51,0.23,4.21,8.99,2.95,1.3,0.32,37,102,35,308,571,23,42,5,GrandeRonde,2
54.93,1.8,14.4,10.27,0.203,4.8,8.87,2.85,1.34,0.314,37,63,31,321,627,23,42,5,GrandeRonde,2
55.33,2.112,13.77,11.53,0.192,4.04,7.68,3.34,1.43,0.344,36,17,31,320,572,25,42,5,GrandeRonde,2
54.62,2.158,13.83,11.98,0.202,4.25,8.04,3.02,1.32,0.359,34,33,34,325,507,9,43,5,GrandeRonde,2
54.08,1.785,14.23,11.32,0.181,5.01,8.8,3.12,1,0.268,39,51,23,308,438,13,43,5,GrandeRonde,2
53.86,1.945,14.02,11.44,0.212,5.05,8.98,3.11,0.89,0.276,35,38,17,313,460,13,43,5,GrandeRonde,2
55.51,1.961,13.95,11.63,0.211,3.97,7.69,3.28,1.45,0.352,35,9,31,320,586,23,43,5,GrandeRonde,2
55.51,1.961,13.95,11.63,0.211,3.97,7.69,3.28,1.45,0.352,35,9,31,320,586,23,43,5,GrandeRonde,2
49.98,1.454,16.32,9.62,0.163,8.02,11.21,2.3,0.54,0.175,38,284,8,242,241,30,43,5,SaddleMountains,0
57.31,2.195,13.47,11.28,0.189,3.03,6.66,3.05,2.26,0.325,34,17,50,309,695,44,43,5,GrandeRonde,2
51.61,1.859,14.52,11.08,0.191,6.41,10.77,2.54,0.59,0.247,42,65,12,230,288,7,44,5,SaddleMountains,0
56.1,1.87,14.14,10.09,0.191,4.33,7.92,3.27,1.54,0.331,39,23,36,319,599,10,44,5,GrandeRonde,2
53.26,2.187,14.38,11.6,0.188,4.88,8.69,3.11,1.17,0.316,38,63,24,346,500,14,44,5,GrandeRonde,2
54.22,2.261,14.03,12.07,0.193,4.12,8.06,3.05,1.38,0.392,37,29,30,336,551,16,44,5,GrandeRonde,2
54.39,2.134,14.02,11.85,0.195,4.12,8.11,3.17,1.35,0.409,42,37,26,323,634,16,44,5,GrandeRonde,2
55.57,2.327,13.72,11.78,0.192,3.54,7.38,3.19,1.67,0.378,33,8,37,337,680,19,44,5,GrandeRonde,2
55.61,2.073,13.8,11.4,0.205,3.91,7.64,3.08,1.76,0.293,33,6,45,322,590,20,44,5,GrandeRonde,2
52.73,1.877,15.06,12.36,0.194,4.86,8.96,2.74,0.71,0.277,41,78,18,329,475,21,44,5,GrandeRonde,2
52.73,1.88,15.06,12.36,0.19,4.86,8.96,2.74,0.71,0.28,41,78,18,329,475,21,44,5,GrandeRonde,2
54.06,2.105,14.33,11.61,0.192,4.45,8.35,3.02,1.32,0.311,32,107,34,351,503,21,44,5,GrandeRonde,2
54.65,2.121,13.78,13.32,0.219,3.26,7.27,3.22,1.51,0.401,39,35,38,320,607,21,44,5,GrandeRonde,2
55.31,2.335,13.77,11.83,0.192,3.49,7.27,3.33,1.72,0.465,36,18,46,328,1023,22,44,5,GrandeRonde,2
54.4,1.801,14.14,11.33,0.2,4.8,8.48,3,1.3,0.329,36,36,33,311,558,23,44,5,GrandeRonde,2
